symbol,company,last.sale.price,market.cap,ipo.year,sector,industry
ATOM,Atomera Incorporated,3.0803,$46.31M,2016,Technology,Semiconductors
ATOS,Atossa Genetics Inc.,1.3424,$7.58M,2012,Health Care,Major Pharmaceuticals
ATRC,"AtriCure, Inc.",31.73,$1.22B,2005,Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation,765.82,$1.42B,NA,Health Care,Medical/Dental Instruments
ATIS,Attis Industries Inc.,0.28,$6.25M,NA,Basic Industries,Miscellaneous
ATISW,Attis Industries Inc.,0.1489,NA,NA,Basic Industries,Miscellaneous
ATTU,Attunity Ltd.,24.69,$526.81M,NA,Technology,Computer Software: Prepackaged Software
LIFE,"aTyr Pharma, Inc.",0.5731,$17.21M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUBN,"Auburn National Bancorporation, Inc.",33.6,$122.43M,NA,Finance,Major Banks
BOLD,"Audentes Therapeutics, Inc.",24.56,$1.05B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUDC,AudioCodes Ltd.,12.6,$363.09M,1999,Public Utilities,Telecommunications Equipment
AEYE,"AudioEye, Inc.",10.8,$81.52M,NA,Technology,Computer Software: Prepackaged Software
AUPH,Aurinia Pharmaceuticals Inc,7.55,$644.34M,NA,Health Care,Major Pharmaceuticals
EARS,Auris Medical Holding AG,0.409,$13.79M,2014,Health Care,Major Pharmaceuticals
JG,Aurora Mobile Limited,6.29,$740.97M,2018,Technology,"Computer Software: Programming, Data Processing"
ADSK,"Autodesk, Inc.",141.73,$31.04B,NA,Technology,Computer Software: Prepackaged Software
AUTL,Autolus Therapeutics plc,31.03,$1.25B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADP,"Automatic Data Processing, Inc.",135.18,$59.17B,NA,Technology,EDP Services
AUTO,"AutoWeb, Inc.",3.47,$44.93M,NA,Technology,"Computer Software: Programming, Data Processing"
AVDL,Avadel Pharmaceuticals plc,2.55,$94.38M,NA,Health Care,Major Pharmaceuticals
AVCO,Avalon GloboCare Corp.,5.6,$409.03M,NA,Consumer Services,Professional Services
ATXI,"Avenue Therapeutics, Inc.",6.59,$70.3M,2017,Health Care,Major Pharmaceuticals
AVEO,"AVEO Pharmaceuticals, Inc.",1.94,$243.17M,2010,Health Care,Major Pharmaceuticals
AVNW,"Aviat Networks, Inc.",14.15,$76.76M,NA,Technology,Radio And Television Broadcasting And Communications Equipment
CDMO,"Avid Bioservices, Inc.",3.96,$222.03M,NA,Health Care,Major Pharmaceuticals
CDMOP,"Avid Bioservices, Inc.",25.3572,$17.75M,NA,Health Care,Major Pharmaceuticals
AVID,"Avid Technology, Inc.",4.83,$202.15M,1993,Technology,Computer Software: Prepackaged Software
AVGR,"Avinger, Inc.",0.2884,$6.77M,2015,Health Care,Medical/Dental Instruments
CAR,"Avis Budget Group, Inc.",27,$2.09B,NA,Consumer Services,Rental/Leasing Companies
AVT,"Avnet, Inc.",42.49,$4.73B,NA,Consumer Non-Durables,Electronic Components
AVRO,"AVROBIO, Inc.",13.36,$320.05M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AWRE,"Aware, Inc.",3.6,$77.56M,1996,Technology,Computer Software: Prepackaged Software
ACLS,"Axcelis Technologies, Inc.",19.53,$633.01M,2e3,Technology,Industrial Machinery/Components
AXGN,"AxoGen, Inc.",16.03,$619.93M,NA,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AAXN,"Axon Enterprise, Inc.",50.19,$2.95B,NA,Capital Goods,Ordnance And Accessories
AXNX,"Axonics Modulation Technologies, Inc.",15.18,$422.08M,2018,Health Care,Medical/Dental Instruments
AXON,Axovant Sciences Ltd.,1.01,$123.5M,NA,Health Care,Major Pharmaceuticals
AXSM,"Axsome Therapeutics, Inc.",8.16,$266.78M,2015,Health Care,Major Pharmaceuticals
AXTI,AXT Inc,4,$158.15M,1998,Technology,Semiconductors
AYTU,"Aytu BioScience, Inc.",1.05,$9.07M,NA,Health Care,Major Pharmaceuticals
AZRX,"AzurRx BioPharma, Inc.",2.44,$43.13M,2016,Health Care,Major Pharmaceuticals
BCOM,B Communications Ltd.,5.5,$164.39M,NA,Consumer Services,Telecommunications Equipment
RILY,"B. Riley Financial, Inc.",14.6,$387.69M,NA,Miscellaneous,Business Services
RILYG,"B. Riley Financial, Inc.",24.04,NA,NA,Miscellaneous,Business Services
RILYH,"B. Riley Financial, Inc.",25.3,NA,NA,Miscellaneous,Business Services
RILYI,"B. Riley Financial, Inc.",24.84,NA,NA,Miscellaneous,Business Services
RILYL,"B. Riley Financial, Inc.",25.355,NA,NA,Miscellaneous,Business Services
RILYZ,"B. Riley Financial, Inc.",24.3,NA,NA,Miscellaneous,Business Services
BOSC,B.O.S. Better Online Solutions,2.24,$7.96M,NA,Technology,Computer Communications Equipment
BIDU,"Baidu, Inc.",171.36,$59.73B,2005,Technology,"Computer Software: Programming, Data Processing"
BCPC,Balchem Corporation,83.68,$2.7B,NA,Basic Industries,Major Chemicals
BLDP,"Ballard Power Systems, Inc.",3.15,$730.21M,NA,Energy,Industrial Machinery/Components
BANF,BancFirst Corporation,54.21,$1.78B,1993,Finance,Major Banks
BANFP,BancFirst Corporation,26.336,$26.34M,NA,Finance,Major Banks
BCTF,"Bancorp 34, Inc.",14.6273,$49.7M,NA,Finance,Savings Institutions
BAND,Bandwidth Inc.,44,$851.62M,2017,Technology,Computer Software: Prepackaged Software
BFC,Bank First National Corporation,47.45,$315.29M,NA,Finance,Major Banks
BOCH,Bank of Commerce Holdings (CA),10.85,$177.22M,NA,Finance,Major Banks
BMRC,Bank of Marin Bancorp,43.25,$604.93M,NA,Finance,Major Banks
BMLP,Bank Of Montreal,44.94,$44.94M,NA,Finance,Commercial Banks
BKSC,Bank of South Carolina Corp.,18.3,$100.85M,NA,Finance,Major Banks
BOTJ,"Bank of the James Financial Group, Inc.",13.5,$59.11M,NA,Finance,Major Banks
OZK,Bank OZK,32.06,$4.12B,NA,Finance,Major Banks
BSVN,Bank7 Corp.,15.65,$159.43M,2018,Finance,Major Banks
BFIN,BankFinancial Corporation,14.46,$245.76M,NA,Finance,Savings Institutions
BWFG,"Bankwell Financial Group, Inc.",28.78,$225.7M,2014,Finance,Major Banks
BANR,Banner Corporation,56.29,$2B,NA,Finance,Major Banks
BZUN,Baozun Inc.,33.29,$1.9B,2015,Consumer Services,Catalog/Specialty Distribution
DFVL,Barclays PLC,60.34,$4.3M,NA,Finance,Commercial Banks
DFVS,Barclays PLC,34.1,$3.96M,NA,Finance,Commercial Banks
DLBS,Barclays PLC,18.9,$14.73M,NA,Finance,Commercial Banks
DTUL,Barclays PLC,55.0347,$4.56M,NA,Finance,Commercial Banks
DTUS,Barclays PLC,37.22,$4.83M,NA,Finance,Commercial Banks
DTYL,Barclays PLC,75.06,$4.79M,NA,Finance,Commercial Banks
DTYS,Barclays PLC,20.4553,$52.57M,NA,Finance,Commercial Banks
FLAT,Barclays PLC,66.29,$4.62M,NA,Finance,Commercial Banks
STPP,Barclays PLC,29.9906,$4.41M,NA,Finance,Commercial Banks
TAPR,Barclays PLC,24.7,$14.97M,NA,Finance,Commercial Banks
BBSI,"Barrett Business Services, Inc.",58.91,$434.82M,1993,Technology,Professional Services
GOLD,Barrick Gold Corporation,11.79,$20.65B,NA,Basic Industries,Precious Metals
BSET,"Bassett Furniture Industries, Incorporated",18.9,$201.07M,NA,Consumer Durables,Home Furnishings
ZTEST,BATS BZX Exchange,9.9,NA,NA,NA,NA
BCML,BayCom Corp,21.81,$237.06M,2018,Finance,Major Banks
BCBP,"BCB Bancorp, Inc. (NJ)",11.1,$175.4M,2005,Finance,Savings Institutions
BECN,"Beacon Roofing Supply, Inc.",34.2,$2.35B,2004,Consumer Services,RETAIL: Building Materials
BBGI,"Beasley Broadcast Group, Inc.",4.76,$130.82M,2e3,Consumer Services,Broadcasting
BBBY,Bed Bath & Beyond Inc.,14.73,$2.02B,1992,Consumer Services,Home Furnishings
BGNE,"BeiGene, Ltd.",143.28,$8.53B,2016,Health Care,Major Pharmaceuticals
BELFA,Bel Fuse Inc.,18.7,$229.02M,NA,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,20.38,$249.6M,NA,Capital Goods,Electrical Products
BLPH,"Bellerophon Therapeutics, Inc.",0.9526,$55.9M,2015,Health Care,Major Pharmaceuticals
BLCM,"Bellicum Pharmaceuticals, Inc.",3.38,$146.56M,2014,Health Care,Major Pharmaceuticals
BNCL,"Beneficial Bancorp, Inc.",15.35,$1.15B,NA,Finance,Savings Institutions
BNFT,"Benefitfocus, Inc.",53.95,$1.72B,2013,Technology,Computer Software: Prepackaged Software
BNTC,Benitec Biopharma Limited,1.42,$18.25M,2015,Health Care,Major Pharmaceuticals
BNTCW,Benitec Biopharma Limited,0.175,NA,2015,Health Care,Major Pharmaceuticals
BRY,Berry Petroleum Corporation,10.94,$893.26M,2018,Energy,Oil & Gas Production
BYSI,"BeyondSpring, Inc.",18.85,$436.84M,2017,Health Care,Major Pharmaceuticals
BGCP,"BGC Partners, Inc.",6.34,$2.09B,NA,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,3.75,$80.36M,2002,Consumer Services,Other Specialty Stores
BRPA,Big Rock Partners Acquisition Corp.,10.25,$92.61M,2017,Finance,Business Services
BRPAR,Big Rock Partners Acquisition Corp.,0.31,NA,2017,Finance,Business Services
BRPAU,Big Rock Partners Acquisition Corp.,10.59,NA,2017,Finance,Business Services
BRPAW,Big Rock Partners Acquisition Corp.,0.27,NA,2017,Finance,Business Services
BILI,Bilibili Inc.,16.71,$3.23B,2018,Technology,EDP Services
BASI,"Bioanalytical Systems, Inc.",1.42,$14.55M,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ORPN,Bioblast Pharma Ltd.,1.0349,$3.48M,2014,Health Care,Major Pharmaceuticals
BIOC,"Biocept, Inc.",2.29,$9.3M,2014,Health Care,Medical Specialities
BCRX,"BioCryst Pharmaceuticals, Inc.",9.39,$1.03B,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDSI,"BioDelivery Sciences International, Inc.",4.32,$305.39M,NA,Health Care,Major Pharmaceuticals
BFRA,Biofrontera AG,13.29,$296.19M,2018,Health Care,Major Pharmaceuticals
BIIB,Biogen Inc.,337.42,$67.98B,NA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BHTG,"BioHiTech Global, Inc.",2.69,$39.42M,NA,Consumer Services,Other Consumer Services
BKYI,"BIO-key International, Inc.",0.928,$12.97M,NA,Technology,Computer Communications Equipment
BIOL,"Biolase, Inc.",1.33,$27.47M,NA,Health Care,Medical/Dental Instruments
BLFS,"BioLife Solutions, Inc.",12.2,$225.7M,NA,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLRX,BioLineRx Ltd.,0.58,$67.14M,NA,Health Care,Major Pharmaceuticals
BMRN,BioMarin Pharmaceutical Inc.,97.69,$17.39B,1999,Health Care,Major Pharmaceuticals
BMRA,"Biomerica, Inc.",2.4,$22.38M,NA,Health Care,Medical/Dental Instruments
BNGO,"Bionano Genomics, Inc.",4.479,$44.94M,2018,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNGOW,"Bionano Genomics, Inc.",2.09,NA,2018,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BVXV,BiondVax Pharmaceuticals Ltd.,5.18,$33.85M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW,BiondVax Pharmaceuticals Ltd.,0.75,NA,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BPTH,"Bio-Path Holdings, Inc.",1.75,$1.19M,NA,Health Care,Major Pharmaceuticals
BIOS,"BioScrip, Inc.",3.69,$472.47M,NA,Health Care,Medical/Nursing Services
BSGM,"BioSig Technologies, Inc.",4.4656,$74.41M,NA,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BSTC,BioSpecifics Technologies Corp,66.51,$484.07M,NA,Health Care,Major Pharmaceuticals
TECH,Bio-Techne Corp,163.17,$6.16B,NA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,"BioTelemetry, Inc.",68.35,$2.28B,2008,Health Care,Medical Specialities
BTAI,"BioXcel Therapeutics, Inc.",5.86,$91.68M,2018,Health Care,Major Pharmaceuticals
BCAC,Bison Capital Acquisition Corp.,10.38,$82.82M,2017,Health Care,Major Pharmaceuticals
BCACR,Bison Capital Acquisition Corp.,0.2301,NA,2017,Health Care,Major Pharmaceuticals
BCACU,Bison Capital Acquisition Corp.,10.8,NA,2017,Health Care,Major Pharmaceuticals
BCACW,Bison Capital Acquisition Corp.,0.1995,NA,2017,Health Care,Major Pharmaceuticals
BJRI,"BJ&#39;s Restaurants, Inc.",54.17,$1.15B,NA,Consumer Services,Restaurants
BRAC,Black Ridge Acquisition Corp.,10.09,$178.54M,2017,Finance,Business Services
BRACR,Black Ridge Acquisition Corp.,0.21,NA,2017,Finance,Business Services
BRACU,Black Ridge Acquisition Corp.,10.47,NA,2017,Finance,Business Services
BRACW,Black Ridge Acquisition Corp.,0.3,NA,2017,Finance,Business Services
BLKB,"Blackbaud, Inc.",70.74,$3.44B,2004,Technology,Computer Software: Prepackaged Software
BL,"BlackLine, Inc.",46.79,$2.56B,2016,Technology,Computer Software: Prepackaged Software
BKCC,BlackRock Capital Investment Corporation,6.14,$428.17M,2007,NA,NA
TCPC,BlackRock TCP Capital Corp.,14.19,$834.01M,2012,NA,NA
BLNK,Blink Charging Co.,1.79,$46.04M,NA,Consumer Durables,Electrical Products
BLNKW,Blink Charging Co.,0.36,NA,NA,Consumer Durables,Electrical Products
BLMN,"Bloomin&#39; Brands, Inc.",19.37,$1.78B,2012,Consumer Services,Restaurants
BCOR,"Blucora, Inc.",29.13,$1.4B,NA,Finance,Finance: Consumer Services
BLBD,Blue Bird Corporation,20.47,$539M,2014,Capital Goods,Construction/Ag Equipment/Trucks
BHBK,"Blue Hills Bancorp, Inc.",22.86,$613.97M,2014,Finance,Major Banks
BLUE,"bluebird bio, Inc.",129.96,$7.11B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,"Blueknight Energy Partners L.P., L.L.C.",1.7915,$72.37M,2011,Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",5.36,$161.65M,NA,Energy,Natural Gas Distribution
BPMC,Blueprint Medicines Corporation,70.02,$3.08B,2015,Health Care,Major Pharmaceuticals
ITEQ,BlueStar Israel Technology ETF,33.31,NA,NA,NA,NA
BMCH,"BMC Stock Holdings, Inc.",16.61,$1.12B,2013,Consumer Services,RETAIL: Building Materials
WIFI,"Boingo Wireless, Inc.",23.08,$981.15M,2011,Consumer Services,Telecommunications Equipment
BOJA,"Bojangles&#39;, Inc.",16.04,$609.07M,2015,Consumer Services,Restaurants
BOKF,BOK Financial Corporation,81.77,$5.94B,NA,Finance,Major Banks
BOKFL,BOK Financial Corporation,24.21,NA,NA,Finance,Major Banks
BNSO,"Bonso Electronics International, Inc.",2.3416,$11.03M,NA,Capital Goods,Industrial Machinery/Components
BKNG,Booking Holdings Inc.,1760.26,$81.55B,NA,Miscellaneous,Business Services
BRQS,"Borqs Technologies, Inc.",4.978,$155.83M,2015,Technology,EDP Services
BOMN,Boston Omaha Corporation,25,$551.59M,NA,Finance,Real Estate
BPFH,"Boston Private Financial Holdings, Inc.",11.74,$990.59M,NA,Finance,Major Banks
EPAY,"Bottomline Technologies, Inc.",50,$2.15B,1999,Technology,Computer Software: Prepackaged Software
BOXL,Boxlight Corporation,1.75,$17.8M,2017,Miscellaneous,Industrial Machinery/Components
BWMC,Boxwood Merger Corp.,NA,NA,2019,Finance,Business Services
BWMCU,Boxwood Merger Corp.,9.9534,NA,2018,Finance,Business Services
BWMCW,Boxwood Merger Corp.,NA,NA,2019,Finance,Business Services
BCLI,Brainstorm Cell Therapeutics Inc.,3.47,$71.85M,NA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVNSC,Brandes Investment Trust,100.04,NA,NA,NA,NA
BDGE,"Bridge Bancorp, Inc.",28.1,$556.16M,NA,Finance,Major Banks
BLIN,"Bridgeline Digital, Inc.",0.265,$3.67M,NA,Technology,Computer Software: Prepackaged Software
BWB,"Bridgewater Bancshares, Inc.",10.85,$326.2M,2018,Finance,Major Banks
BRID,Bridgford Foods Corporation,23.55,$213.76M,NA,Consumer Non-Durables,Specialty Foods
BCOV,Brightcove Inc.,7.28,$265.6M,2012,Technology,EDP Services
BHF,"Brighthouse Financial, Inc.",36.43,$4.32B,NA,Finance,Life Insurance
BHFAL,"Brighthouse Financial, Inc.",24.59,NA,NA,Finance,Life Insurance
AVGO,Broadcom Inc.,260.82,$106.22B,2009,Technology,Semiconductors
BVSN,"BroadVision, Inc.",1.3,$6.5M,1996,Technology,Computer Software: Prepackaged Software
BYFC,Broadway Financial Corporation,1.27,$34.82M,NA,Finance,Savings Institutions
BWEN,"Broadwind Energy, Inc.",1.56,$24.36M,NA,Capital Goods,Metal Fabrications
BPY,Brookfield Property Partners L.P.,17.45,$7.11B,NA,Finance,Real Estate
BPR,Brookfield Property REIT Inc.,17.45,$13.39B,NA,Consumer Services,Real Estate Investment Trusts
BPRAP,Brookfield Property REIT Inc.,22.9,NA,NA,Consumer Services,Real Estate Investment Trusts
BRKL,"Brookline Bancorp, Inc.",14.56,$1.17B,NA,Finance,Savings Institutions
BRKS,"Brooks Automation, Inc.",29.07,$2.09B,1995,Technology,Industrial Machinery/Components
DOOO,BRP Inc.,30.46,$1.31B,NA,Capital Goods,Industrial Specialties
BRKR,Bruker Corporation,34.52,$5.4B,NA,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BMTC,Bryn Mawr Bank Corporation,38,$769.51M,NA,Finance,Major Banks
BLMT,"BSB Bancorp, Inc.",32.08,$312.94M,2011,Finance,Major Banks
BSQR,BSQUARE Corporation,2.175,$27.73M,1999,Miscellaneous,Business Services
BLDR,"Builders FirstSource, Inc.",12.52,$1.44B,2005,Consumer Services,RETAIL: Building Materials
BFST,"Business First Bancshares, Inc.",24,$317.12M,NA,Finance,Major Banks
CFFI,C&F Financial Corporation,51,$178.59M,NA,Finance,Major Banks
CHRW,"C.H. Robinson Worldwide, Inc.",88.67,$12.19B,1997,Transportation,Oil Refining/Marketing
CCMP,Cabot Microelectronics Corporation,97.29,$2.79B,2e3,Technology,Semiconductors
CDNS,"Cadence Design Systems, Inc.",46.62,$13.15B,NA,Technology,Computer Software: Prepackaged Software
CDZI,"Cadiz, Inc.",10.09,$247.38M,NA,Public Utilities,Water Supply
CZR,Caesars Entertainment Corporation,8.95,$5.99B,2012,Consumer Services,Hotels/Resorts
CSTE,Caesarstone Ltd.,15.37,$527.94M,2012,Capital Goods,Building Materials
CLBS,"Caladrius Biosciences, Inc.",5,$49.21M,NA,Health Care,Hospital/Nursing Management
CHY,Calamos Convertible and High Income Fund,10.8,$788.49M,2003,NA,NA
CHI,Calamos Convertible Opportunities and Income Fund,9.99,$699.53M,2002,NA,NA
CCD,Calamos Dynamic Convertible & Income Fund,19.28,$470.77M,NA,NA,NA
CHW,Calamos Global Dynamic Income Fund,7.46,$441.25M,2007,NA,NA
CGO,Calamos Global Total Return Fund,11.42,$98.72M,2005,NA,NA
CSQ,Calamos Strategic Total Return Fund,11.68,$1.81B,2004,NA,NA
CAMP,CalAmp Corp.,13.99,$479.28M,1983,Technology,Radio And Television Broadcasting And Communications Equipment
CVGW,"Calavo Growers, Inc.",81.06,$1.42B,NA,Consumer Non-Durables,Farming/Seeds/Milling
CALA,"Calithera Biosciences, Inc.",4.46,$170.04M,2014,Health Care,Major Pharmaceuticals
CALM,"Cal-Maine Foods, Inc.",43.23,$2.1B,1996,Consumer Non-Durables,Farming/Seeds/Milling
CLMT,"Calumet Specialty Products Partners, L.P.",3.18,$245.32M,2006,Energy,Integrated oil Companies
CRUSC,Calvert Management Series,100.02,$100.02M,NA,NA,NA
CLXT,"Calyxt, Inc.",11.66,$379.79M,2017,Basic Industries,Agricultural Chemicals
CATC,Cambridge Bancorp,72.85,$299.21M,NA,Finance,Major Banks
CAC,Camden National Corporation,39.65,$617.94M,NA,Finance,Major Banks
CAMT,Camtek Ltd.,7.03,$256.13M,2e3,Capital Goods,Electronic Components
CSIQ,Canadian Solar Inc.,18.03,$1.06B,2006,Technology,Semiconductors
CGIX,"Cancer Genetics, Inc.",0.283,$7.85M,NA,Health Care,Medical Specialities
CPHC,Canterbury Park Holding Corporation,15.5276,$70.25M,NA,Consumer Services,Services-Misc. Amusement & Recreation
CBNK,"Capital Bancorp, Inc.",11.73,$180.27M,2018,Finance,Major Banks
CCBG,Capital City Bank Group,25.47,$434.48M,NA,Finance,Major Banks
CPLP,Capital Product Partners L.P.,2.33,$296.48M,2007,Transportation,Marine Transportation
CSWC,Capital Southwest Corporation,21.6,$368.13M,NA,Consumer Non-Durables,Textiles
CSWCL,Capital Southwest Corporation,25.3999,NA,NA,Consumer Non-Durables,Textiles
CPTA,Capitala Finance Corp.,8.02,$128.55M,2013,NA,NA
CPTAG,Capitala Finance Corp.,24.88,NA,NA,NA,NA
CPTAL,Capitala Finance Corp.,24.9,NA,NA,NA,NA
CFFN,"Capitol Federal Financial, Inc.",13.64,$1.93B,NA,Finance,Savings Institutions
CAPR,"Capricor Therapeutics, Inc.",0.665,$20.66M,NA,Health Care,Major Pharmaceuticals
CSTR,"CapStar Financial Holdings, Inc.",15.04,$261.61M,2016,Finance,Major Banks
CPST,Capstone Turbine Corporation,0.96,$65.68M,2e3,Energy,Industrial Machinery/Components
CARA,"Cara Therapeutics, Inc.",15.35,$605.51M,2014,Health Care,Major Pharmaceuticals
CBLK,"Carbon Black, Inc.",14.3,$971.22M,2018,Technology,Computer Software: Prepackaged Software
CARB,"Carbonite, Inc.",28.17,$973.5M,2011,Technology,EDP Services
CSII,"Cardiovascular Systems, Inc.",29.14,$1.01B,1981,Health Care,Medical/Dental Instruments
CDLX,"Cardlytics, Inc.",17.44,$373.42M,2018,Technology,"Computer Software: Programming, Data Processing"
CATM,Cardtronics plc,30.33,$1.4B,2007,Miscellaneous,Business Services
CDNA,"CareDx, Inc.",24.62,$1.01B,2014,Health Care,Medical Specialities
CECO,Career Education Corporation,12.85,$896.43M,1998,Consumer Services,Other Consumer Services
CTRE,"CareTrust REIT, Inc.",20.22,$1.7B,NA,Consumer Services,Real Estate Investment Trusts
CARG,"CarGurus, Inc.",38.43,$4.23B,2017,Technology,EDP Services
CARO,Carolina Financial Corporation,33.68,$760.16M,NA,Finance,Major Banks
CART,"Carolina Trust BancShares, Inc.",7.81,$55.9M,NA,Finance,Major Banks
CRZO,"Carrizo Oil & Gas, Inc.",12.53,$1.15B,1997,Energy,Oil & Gas Production
TAST,"Carrols Restaurant Group, Inc.",8.66,$316.43M,2006,Consumer Services,Restaurants
CARV,"Carver Bancorp, Inc.",3.5039,$12.96M,NA,Finance,Savings Institutions
CASM,"CAS Medical Systems, Inc.",1.9423,$56.05M,NA,Health Care,Medical/Dental Instruments
CASA,"Casa Systems, Inc.",11.2,$927.08M,2017,Technology,Radio And Television Broadcasting And Communications Equipment
